Date,Open,High,Low,Close,Volume,Market Cap
2017-04-12,1204.81,1207.14,1196.76,1200.37,"288,702,000","19,600,800,000"
2017-04-11,1187.46,1208.07,1187.46,1205.01,"216,182,000","19,316,000,000"
2017-04-10,1187.3,1190.34,1179.04,1187.13,"215,883,000","19,311,200,000"
2017-04-09,1176.57,1197.21,1171.86,1187.87,"242,343,000","19,134,400,000"
2017-04-08,1172.65,1184.98,1162.58,1175.95,"209,312,000","19,068,600,000"
2017-04-07,1178.94,1186.58,1163.39,1176.9,"317,022,000","19,168,500,000"
2017-04-06,1125.81,1188.37,1125.81,1182.68,"511,222,000","18,302,600,000"
2017-04-05,1134.14,1135.09,1113.63,1124.78,"414,784,000","18,435,700,000"
2017-04-04,1145.52,1156.44,1120.52,1133.25,"436,310,000","18,619,000,000"
2017-04-03,1102.95,1151.74,1102.95,1143.81,"580,444,000","17,924,600,000"
2017-04-02,1080.61,1107.59,1075.45,1102.17,"514,187,000","17,559,400,000"
2017-04-01,1071.71,1091.72,1061.09,1080.5,"289,634,000","17,413,000,000"
2017-03-31,1026.64,1074.92,1026.64,1071.79,"447,287,000","16,679,000,000"
2017-03-30,1042.21,1049.29,1020.04,1026.43,"352,969,000","16,929,800,000"
2017-03-29,1046.08,1055.13,1015.88,1039.97,"298,458,000","16,990,900,000"
2017-03-28,1044.58,1064.65,1027.73,1047.15,"326,332,000","16,964,500,000"
2017-03-27,972.05,1046.4,971.98,1045.77,"372,535,000","15,785,000,000"
2017-03-26,974.01,1007.96,954.19,966.73,"303,668,000","15,814,800,000"
2017-03-25,936.54,975.76,903.71,972.78,"435,803,000","15,204,800,000"
2017-03-24,1038.45,1040.47,934.36,937.52,"491,038,000","16,857,000,000"
2017-03-23,1050.05,1058.01,1028.93,1038.59,"248,540,000","17,043,400,000"
2017-03-22,1120.65,1120.65,1014.21,1049.14,"380,841,000","18,187,100,000"
2017-03-21,1055.36,1122.43,1055.36,1120.54,"337,391,000","17,125,600,000"
2017-03-20,1037.24,1063.03,1036.68,1054.23,"286,530,000","16,829,800,000"
2017-03-19,976.73,1069.91,976.73,1036.74,"406,648,000","15,846,000,000"
2017-03-18,1099.69,1114.07,957.65,973.82,"621,302,000","17,838,700,000"
2017-03-17,1180.16,1180.16,1099.57,1100.23,"706,599,000","19,141,800,000"
2017-03-16,1251.33,1257.98,1152.44,1187.81,"638,568,000","20,293,700,000"
2017-03-15,1240.16,1251.61,1239.75,1249.61,"297,805,000","20,110,400,000"
2017-03-14,1232.16,1244.81,1220.72,1240,"245,306,000","19,978,200,000"
2017-03-13,1221.78,1237.37,1217.03,1231.92,"380,277,000","19,807,700,000"
2017-03-12,1176.62,1226.98,1175.36,1221.38,"227,176,000","19,073,300,000"
2017-03-11,1116.32,1193.83,1116.32,1175.83,"283,320,000","18,093,700,000"
2017-03-10,1189.36,1270.47,1077.25,1116.72,"563,796,000","19,275,300,000"
2017-03-09,1150.35,1197.46,1141.23,1188.49,"212,283,000","18,640,900,000"
2017-03-08,1223.23,1232.16,1148.08,1150,"332,603,000","19,819,800,000"
2017-03-07,1273.21,1275.55,1204.8,1223.54,"291,256,000","20,627,100,000"
2017-03-06,1267.47,1276,1264.6,1272.83,"153,657,000","20,531,900,000"
2017-03-05,1254.29,1267.29,1238.06,1267.12,"134,127,000","20,316,000,000"
2017-03-04,1277.43,1279.4,1230.51,1255.15,"183,270,000","20,688,800,000"
2017-03-03,1250.71,1280.31,1250.71,1274.99,"315,739,000","20,253,700,000"
2017-03-02,1224.68,1262.13,1215.62,1251.01,"368,275,000","19,829,800,000"
2017-03-01,1180.04,1222.5,1179.69,1222.5,"229,057,000","19,104,800,000"
2017-02-28,1180.72,1193.25,1171.82,1179.97,"184,956,000","19,113,600,000"
2017-02-27,1163.78,1181.98,1163.38,1179.97,"131,570,000","18,837,300,000"
2017-02-26,1144.27,1167.47,1130.2,1165.2,"116,486,000","18,518,900,000"
2017-02-25,1170.41,1174.85,1124.59,1143.84,"139,961,000","18,939,500,000"
2017-02-24,1172.71,1200.39,1131.96,1173.68,"330,759,000","18,974,400,000"
2017-02-23,1117.27,1176.62,1116.96,1166.72,"189,454,000","18,075,200,000"
2017-02-22,1114.8,1125.39,1100.55,1117.44,"136,100,000","18,033,400,000"
2017-02-21,1079.28,1117.25,1076.93,1115.3,"186,869,000","17,456,900,000"
2017-02-20,1048.69,1080.49,1041.69,1079.98,"109,478,000","16,960,200,000"
2017-02-19,1054.76,1056.81,1043.46,1047.87,"77,423,300","17,056,600,000"
2017-02-18,1049.21,1061.1,1046.96,1054.42,"99,073,500","16,964,800,000"
2017-02-17,1026.12,1053.17,1025.64,1046.21,"136,474,000","16,589,600,000"
2017-02-16,1007.65,1033.37,1007.65,1027.44,"122,277,000","16,289,100,000"
2017-02-15,1006.21,1008.84,1001.58,1007.48,"89,759,400","16,264,100,000"
2017-02-14,991.74,1011.51,986.47,1004.55,"137,946,000","16,028,000,000"
2017-02-13,998.88,1002.1,976,990.64,"100,607,000","16,141,500,000"
2017-02-12,1003.52,1004.76,996.92,999.18,"67,530,000","16,214,700,000"
2017-02-11,988.9,1009.29,982.83,1004.45,"102,261,000","15,976,700,000"
2017-02-10,995.63,998.9,946.69,988.67,"190,452,000","16,083,600,000"
2017-02-09,1064.7,1088.99,953.34,994.38,"407,220,000","17,197,100,000"
2017-02-08,1062.32,1078.97,1037.49,1063.07,"201,855,000","17,156,700,000"
2017-02-07,1040.14,1061.93,1040.14,1061.35,"146,007,000","16,796,600,000"
2017-02-06,1028.4,1044.64,1028.16,1038.15,"111,762,000","16,605,400,000"
2017-02-05,1043.52,1043.63,1022.37,1027.34,"114,208,000","16,847,400,000"
2017-02-04,1031.33,1045.9,1015.16,1042.9,"155,064,000","16,648,800,000"
2017-02-03,1011.46,1033.87,1008.79,1029.91,"201,278,000","16,326,100,000"
2017-02-02,990,1013.52,983.22,1011.8,"145,821,000","15,977,800,000"
2017-02-01,970.94,989.11,970.74,989.02,"150,110,000","15,667,900,000"
2017-01-31,920.96,972.02,920.96,970.4,"164,582,000","14,859,700,000"
2017-01-30,920.15,923.05,919.47,920.38,"78,227,300","14,844,900,000"
2017-01-29,922.07,923.42,919.15,919.5,"60,851,700","14,874,000,000"
2017-01-28,919.81,923.91,919.81,921.59,"68,979,600","14,835,800,000"
2017-01-27,918.36,923.22,915.85,919.75,"125,594,000","14,810,400,000"
2017-01-26,902.39,919.33,902.22,917.59,"131,958,000","14,551,200,000"
2017-01-25,891.92,903.25,891.69,901.54,"120,831,000","14,380,700,000"
2017-01-24,910.68,924.14,892.29,892.69,"111,349,000","14,681,400,000"
2017-01-23,925.5,928.27,916.74,921.01,"73,588,600","14,918,800,000"
2017-01-22,922.21,937.52,897.56,924.67,"116,573,000","14,863,600,000"
2017-01-21,895.55,927.37,895.53,921.79,"111,158,000","14,432,000,000"
2017-01-20,898.17,899.4,887.01,895.03,"86,728,400","14,472,100,000"
2017-01-19,888.34,904.61,884.34,899.07,"105,625,000","14,311,700,000"
2017-01-18,909.37,917.5,858.3,886.62,"225,677,000","14,648,900,000"
2017-01-17,830.95,910.56,830.8,907.94,"155,095,000","13,383,900,000"
2017-01-16,821.78,834.53,820.27,831.53,"82,755,200","13,234,600,000"
2017-01-15,818.14,823.31,812.87,821.8,"71,013,600","13,174,300,000"
2017-01-14,825.14,835.09,812.46,818.41,"93,063,300","13,285,200,000"
2017-01-13,803.74,829,780,823.98,"168,968,000","12,939,100,000"
2017-01-12,775.18,826.25,755.76,804.83,"222,326,000","12,477,600,000"
2017-01-11,908.12,919.45,762.76,777.76,"310,929,000","14,615,700,000"
2017-01-10,902.44,914.87,901.06,907.68,"115,808,000","14,522,600,000"
2017-01-09,913.24,913.69,879.81,902.83,"141,877,000","14,694,900,000"
2017-01-08,908.17,942.72,887.25,911.2,"158,715,000","14,611,400,000"
2017-01-07,903.49,908.59,823.56,908.59,"279,550,000","14,534,400,000"
2017-01-06,1014.24,1046.81,883.94,902.2,"351,876,000","16,314,100,000"
2017-01-05,1156.73,1191.1,910.42,1013.38,"510,199,000","18,604,000,000"
2017-01-04,1044.4,1159.42,1044.4,1154.73,"344,946,000","16,795,400,000"
2017-01-03,1021.6,1044.08,1021.6,1043.84,"185,168,000","16,426,600,000"
2017-01-02,998.62,1031.39,996.7,1021.75,"222,185,000","16,055,100,000"
2017-01-01,963.66,1003.08,958.7,998.33,"147,775,000","15,491,200,000"
2016-12-31,960.63,963.74,947.24,963.74,"99,135,100","15,440,700,000"
2016-12-30,972.53,972.53,934.83,961.24,"187,474,000","15,630,200,000"
2016-12-29,975.13,979.4,954.5,973.5,"199,320,000","15,670,000,000"
2016-12-28,934.83,975.92,934.83,975.92,"236,630,000","15,020,500,000"
2016-12-27,908.35,940.05,904.25,933.2,"167,308,000","14,593,300,000"
2016-12-26,896.9,913.18,896.9,907.61,"123,771,000","14,407,800,000"
2016-12-25,899.65,899.65,862.42,896.18,"143,665,000","14,450,100,000"
2016-12-24,922.18,923.48,886.34,898.82,"137,727,000","14,810,300,000"
2016-12-23,864.89,925.12,864.68,921.98,"275,564,000","13,888,600,000"
2016-12-22,834.18,875.78,834.15,864.54,"200,027,000","13,393,800,000"
2016-12-21,800.64,834.28,799.4,834.28,"155,576,000","12,853,700,000"
2016-12-20,792.25,801.34,791.5,800.88,"99,629,300","12,717,600,000"
2016-12-19,790.69,793.61,790.32,792.71,"74,886,400","12,691,100,000"
2016-12-18,791.01,794.74,788.03,790.53,"60,524,400","12,694,800,000"
2016-12-17,785.17,792.51,784.86,790.83,"78,989,800","12,599,600,000"
2016-12-16,778.96,785.03,778.96,784.91,"83,608,200","12,498,800,000"
2016-12-15,780.07,781.43,777.8,778.09,"81,580,100","12,511,700,000"
2016-12-14,780,782.03,776.84,781.48,"75,979,000","12,512,900,000"
2016-12-13,780.65,788.46,777.96,780.56,"81,645,600","12,521,500,000"
2016-12-12,770.04,781.92,770.04,780.09,"76,571,000","12,349,800,000"
2016-12-11,774.75,774.8,765.41,769.73,"57,313,400","12,423,600,000"
2016-12-10,773.02,777.09,772.91,774.65,"53,843,100","12,394,500,000"
2016-12-09,769.94,774.53,769.65,772.79,"68,705,300","12,344,000,000"
2016-12-08,768.08,774.7,765.95,770.81,"80,111,900","12,312,500,000"
2016-12-07,764.21,771.54,759.75,768.13,"96,426,100","12,248,900,000"
2016-12-06,758.72,765.62,758.72,764.22,"116,218,000","12,159,400,000"
2016-12-05,773.39,773.47,751.71,758.7,"106,363,000","12,393,100,000"
2016-12-04,771.64,773.87,768.16,773.87,"60,557,900","12,363,600,000"
2016-12-03,778.25,778.25,764.86,771.15,"69,547,300","12,467,800,000"
2016-12-02,757.54,781.3,757.54,777.94,"127,605,000","12,134,800,000"
2016-12-01,746.05,758.27,746.05,756.77,"80,461,900","11,949,200,000"
2016-11-30,736.28,747.93,736.26,745.69,"84,070,800","11,791,600,000"
2016-11-29,736.33,737.47,734.56,735.6,"68,511,100","11,790,900,000"
2016-11-28,732.48,738.01,732.48,735.81,"61,888,600","11,727,800,000"
2016-11-27,735.44,739.02,731.09,732.03,"52,601,800","11,773,800,000"
2016-11-26,741.51,742.21,729.63,735.38,"54,962,700","11,869,600,000"
2016-11-25,740.44,741.65,734.59,741.65,"67,807,600","11,851,100,000"
2016-11-24,744.62,746.83,733.49,740.29,"85,919,300","11,916,500,000"
2016-11-23,751.74,752.25,738.92,744.59,"76,543,800","12,029,000,000"
2016-11-22,739.64,753.87,736.53,751.35,"129,906,000","11,834,200,000"
2016-11-21,731.26,741.72,730.51,739.25,"60,802,400","11,698,900,000"
2016-11-20,751.88,755.48,717.94,731.03,"154,116,000","12,027,500,000"
2016-11-19,751.83,756.24,744.47,751.62,"110,608,000","12,025,400,000"
2016-11-18,740.71,752.88,736.89,751.59,"87,363,100","11,846,000,000"
2016-11-17,744.88,755.64,739.51,740.98,"108,579,000","11,911,300,000"
2016-11-16,711.17,747.62,709.04,744.2,"141,294,000","11,370,700,000"
2016-11-15,705.79,715.72,705.26,711.62,"72,038,500","11,283,400,000"
2016-11-14,702,706.28,699.81,705.02,"62,993,000","11,214,600,000"
2016-11-13,705.2,705.26,687.32,702.03,"80,318,100","11,264,500,000"
2016-11-12,716.75,717.15,704.03,705.05,"64,622,500","11,447,700,000"
2016-11-11,715.55,718.32,714.41,716.41,"63,119,700","11,427,200,000"
2016-11-10,722.84,723.02,711.21,715.53,"68,807,800","11,542,100,000"
2016-11-09,709.83,740.05,708.61,723.27,"132,429,000","11,333,000,000"
2016-11-08,703.09,712.99,702.39,709.85,"79,660,800","11,224,000,000"
2016-11-07,710.74,710.74,699.9,703.13,"65,047,100","11,344,800,000"
2016-11-06,703.81,714.26,699.56,711.52,"59,902,200","11,233,000,000"
2016-11-05,703.52,707.51,697.74,703.42,"53,752,300","11,227,200,000"
2016-11-04,689.12,706.93,685.56,703.24,"99,907,700","10,996,400,000"
2016-11-03,742.35,745.77,678.16,688.7,"172,808,000","11,844,300,000"
2016-11-02,730.07,740.83,722.35,740.83,"84,865,200","11,647,200,000"
2016-11-01,701.34,736.45,701.34,729.79,"130,527,000","11,187,700,000"
2016-10-31,702.64,709.29,691.68,700.97,"97,064,400","11,207,200,000"
2016-10-30,714.12,714.12,696.48,701.86,"100,665,000","11,388,800,000"
2016-10-29,690.29,720.4,690.05,714.48,"134,761,000","11,007,600,000"
2016-10-28,688,690.44,684.16,689.65,"81,145,500","10,969,800,000"
2016-10-27,678.21,688.59,678.04,688.31,"96,105,300","10,812,500,000"
2016-10-26,657.68,679.73,657.68,678.3,"88,877,100","10,484,000,000"
2016-10-25,654,664.42,653.7,657.59,"90,378,800","10,424,300,000"
2016-10-24,657.16,657.25,652.6,653.76,"62,218,200","10,473,500,000"
2016-10-23,657.62,661.13,653.89,657.07,"54,474,600","10,479,700,000"
2016-10-22,633.14,658.2,632.85,657.29,"78,556,500","10,088,400,000"
2016-10-21,630.83,634.09,630.69,632.83,"55,951,000","10,050,300,000"
2016-10-20,630.66,631.92,628.26,630.86,"56,957,300","10,046,700,000"
2016-10-19,638.13,638.87,628.01,630.52,"69,381,700","10,164,800,000"
2016-10-18,639.41,640.74,636,637.96,"65,546,700","10,184,000,000"
2016-10-17,641.82,642.33,638.66,639.19,"58,063,600","10,221,300,000"
2016-10-16,639.08,642.9,638.9,641.63,"40,298,100","10,176,800,000"
2016-10-15,640.31,642.1,637.39,638.65,"39,035,400","10,195,200,000"
2016-10-14,637.01,641.28,637.01,640.38,"58,144,600","10,141,600,000"
2016-10-13,636.03,638.83,635.03,636.79,"61,620,700","10,125,100,000"
2016-10-12,640.87,641.34,635.97,636.19,"92,370,200","10,201,000,000"
2016-10-11,619.24,642.08,618.5,641.07,"103,590,000","9,855,650,000"
2016-10-10,616.82,621.32,616.2,618.99,"67,481,100","9,816,270,000"
